Index	Reagents	Products	Rule	Energy Change
10886_0	['C(CC(C(C(CO)=O)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(CO)(C(C(CCN)O)O)=O']	Strecker Degradation, HC	-101.66
10887_0	['C(CC(C(C(CO)=O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(CO)(C(C(CCN)O)O)=O']	Strecker Degradation, HC	-211.2
10888_0	['C(CC(C(C(CO)=O)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(CO)(C(C(CCN)O)O)=O']	Strecker Degradation, HC	-97.91
10889_0	['C(CC(C(C(CO)=O)O)O)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(CO)(C(C(CCN)O)O)=O']	Strecker Degradation, HC	-89.61
10890_0	['C(CC(C(C(CO)=O)O)O)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(CO)(C(C(CCN)O)O)=O']	Strecker Degradation, HC	-98.63
10891_0	['C(C(C(C(C(CO)O)O)=O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(C(C(CO)O)O)(C(CN)O)=O']	Strecker Degradation, HC	-17.7
10892_0	['C(C(C(C(C(CO)O)O)=O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(C(C(CO)O)O)(C(CN)O)=O']	Strecker Degradation, HC	-127.24
10893_0	['C(C(C(C(C(CO)O)O)=O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(C(C(CO)O)O)(C(CN)O)=O']	Strecker Degradation, HC	-13.95
10894_0	['C(C(C(C(C(CO)O)O)=O)O)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(C(C(CO)O)O)(C(CN)O)=O']	Strecker Degradation, HC	-5.65
10895_0	['C(C(C(C(C(CO)O)O)=O)O)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(C(C(CO)O)O)(C(CN)O)=O']	Strecker Degradation, HC	-14.67
10897_0	['C(CNC)=O', 'C(CNCC(O)=O)=O']	['C(=O)=O', 'C=O', 'C(CNCCNC)=O']	Strecker Degradation, HC	NaN
10899_0	['C(CNC)=O', 'C(CNCC(O)=O)(C(CO)O)=O']	['C(=O)=O', 'C=O', 'C(CNCCNC)(C(CO)O)=O']	Strecker Degradation, HC	NaN
10900_0	['C(CNC)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'CNCCN']	Strecker Degradation, HC	-464.97
10901_0	['C(CNC)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'CNCCN']	Strecker Degradation, HC	-574.52
10902_0	['C(CNC)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'CNCCN']	Strecker Degradation, HC	-461.22
10903_0	['C(CNC)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'CNCCN']	Strecker Degradation, HC	-452.92
10904_0	['C(CNC)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'CNCCN']	Strecker Degradation, HC	-461.95
10906_0	['C(CNC)=O', 'C(C(C(CO)NCC(O)=O)O)=O']	['C(=O)=O', 'C=O', 'C(C(C(CO)NCCNC)O)=O']	Strecker Degradation, HC	NaN
10907_0	['C(C(C(C(C(CO)O)O)O)NC)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'CNC(CN)C(C(C(CO)O)O)O']	Strecker Degradation, HC	67.26
10908_0	['C(C(C(C(C(CO)O)O)O)NC)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'CNC(CN)C(C(C(CO)O)O)O']	Strecker Degradation, HC	-42.29
10909_0	['C(C(C(C(C(CO)O)O)O)NC)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'CNC(CN)C(C(C(CO)O)O)O']	Strecker Degradation, HC	71.01
10910_0	['C(C(C(C(C(CO)O)O)O)NC)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'CNC(CN)C(C(C(CO)O)O)O']	Strecker Degradation, HC	79.31
10911_0	['C(C(C(C(C(CO)O)O)O)NC)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'CNC(CN)C(C(C(CO)O)O)O']	Strecker Degradation, HC	70.28
10912_0	['C(CC(C(C(CO)O)=O)NC)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(C(CO)O)(C(CCN)NC)=O']	Strecker Degradation, HC	32.23
10913_0	['C(CC(C(C(CO)O)=O)NC)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(C(CO)O)(C(CCN)NC)=O']	Strecker Degradation, HC	-77.32
10914_0	['C(CC(C(C(CO)O)=O)NC)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(C(CO)O)(C(CCN)NC)=O']	Strecker Degradation, HC	35.97
10915_0	['C(CC(C(C(CO)O)=O)NC)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(C(CO)O)(C(CCN)NC)=O']	Strecker Degradation, HC	44.28
10916_0	['C(CC(C(C(CO)O)=O)NC)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(C(CO)O)(C(CCN)NC)=O']	Strecker Degradation, HC	35.25
10917_0	['C(C(CC(C(CO)=O)NC)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(CO)(C(CC(CN)O)NC)=O']	Strecker Degradation, HC	79.2
10918_0	['C(C(CC(C(CO)=O)NC)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(CO)(C(CC(CN)O)NC)=O']	Strecker Degradation, HC	-30.35
10919_0	['C(C(CC(C(CO)=O)NC)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(CO)(C(CC(CN)O)NC)=O']	Strecker Degradation, HC	82.95
10920_0	['C(C(CC(C(CO)=O)NC)O)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(CO)(C(CC(CN)O)NC)=O']	Strecker Degradation, HC	91.25
10921_0	['C(C(CC(C(CO)=O)NC)O)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(CO)(C(CC(CN)O)NC)=O']	Strecker Degradation, HC	82.22
10922_0	['C(C(C(C(CCO)NC)=O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(C(CN)O)(C(CCO)NC)=O']	Strecker Degradation, HC	70.47
10923_0	['C(C(C(C(CCO)NC)=O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(C(CN)O)(C(CCO)NC)=O']	Strecker Degradation, HC	-39.07
10924_0	['C(C(C(C(CCO)NC)=O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(C(CN)O)(C(CCO)NC)=O']	Strecker Degradation, HC	74.22
10925_0	['C(C(C(C(CCO)NC)=O)O)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(C(CN)O)(C(CCO)NC)=O']	Strecker Degradation, HC	82.52
10926_0	['C(C(C(C(CCO)NC)=O)O)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(C(CN)O)(C(CCO)NC)=O']	Strecker Degradation, HC	73.5
10927_0	['C(C(CC(C(C=O)O)O)NC)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(C(CC(C(CN)O)O)NC)=O']	Strecker Degradation, HC	144.13
10928_0	['C(C(CC(C(C=O)O)O)NC)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(C(C(CC(CN)NC)O)O)=O']	Strecker Degradation, HC	4.29
10929_0	['C(C(CC(C(C=O)O)O)NC)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(C(CC(C(CN)O)O)NC)=O']	Strecker Degradation, HC	34.58
10930_0	['C(C(CC(C(C=O)O)O)NC)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(C(C(CC(CN)NC)O)O)=O']	Strecker Degradation, HC	-105.26
10931_0	['C(C(CC(C(C=O)O)O)NC)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(C(CC(C(CN)O)O)NC)=O']	Strecker Degradation, HC	147.88
10932_0	['C(C(CC(C(C=O)O)O)NC)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(C(C(CC(CN)NC)O)O)=O']	Strecker Degradation, HC	8.04
10933_0	['C(C(CC(C(C=O)O)O)NC)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(C(CC(C(CN)O)O)NC)=O']	Strecker Degradation, HC	156.18
10934_0	['C(C(CC(C(C=O)O)O)NC)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(C(C(CC(CN)NC)O)O)=O']	Strecker Degradation, HC	16.34
10935_0	['C(C(CC(C(C=O)O)O)NC)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(C(CC(C(CN)O)O)NC)=O']	Strecker Degradation, HC	147.15
10936_0	['C(C(CC(C(C=O)O)O)NC)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(C(C(CC(CN)NC)O)O)=O']	Strecker Degradation, HC	7.31
10937_0	['C(C(C(C=O)O)O)(C(C)NC)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(C(C(CN)O)O)(C(C)NC)=O']	Strecker Degradation, HC	49.7
10938_0	['C(C(C(C=O)O)O)(C(C)NC)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(C(C(CN)O)O)(C(C)NC)=O']	Strecker Degradation, HC	-59.84
10939_0	['C(C(C(C=O)O)O)(C(C)NC)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(C(C(CN)O)O)(C(C)NC)=O']	Strecker Degradation, HC	53.45
10940_0	['C(C(C(C=O)O)O)(C(C)NC)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(C(C(CN)O)O)(C(C)NC)=O']	Strecker Degradation, HC	61.75
10941_0	['C(C(C(C=O)O)O)(C(C)NC)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(C(C(CN)O)O)(C(C)NC)=O']	Strecker Degradation, HC	52.72
10942_0	['C(CC(C(C(CNC)=O)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(CNC)(C(C(CCN)O)O)=O']	Strecker Degradation, HC	-365.59
10943_0	['C(CC(C(C(CNC)=O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(CNC)(C(C(CCN)O)O)=O']	Strecker Degradation, HC	-475.14
10944_0	['C(CC(C(C(CNC)=O)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(CNC)(C(C(CCN)O)O)=O']	Strecker Degradation, HC	-361.84
10945_0	['C(CC(C(C(CNC)=O)O)O)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(CNC)(C(C(CCN)O)O)=O']	Strecker Degradation, HC	-353.54
10946_0	['C(CC(C(C(CNC)=O)O)O)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(CNC)(C(C(CCN)O)O)=O']	Strecker Degradation, HC	-362.57
10947_0	['C(C(C(C(C(CO)O)O)=O)NC)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(C(C(CO)O)O)(C(CN)NC)=O']	Strecker Degradation, HC	-29.38
10948_0	['C(C(C(C(C(CO)O)O)=O)NC)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(C(C(CO)O)O)(C(CN)NC)=O']	Strecker Degradation, HC	-138.93
10949_0	['C(C(C(C(C(CO)O)O)=O)NC)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(C(C(CO)O)O)(C(CN)NC)=O']	Strecker Degradation, HC	-25.64
10950_0	['C(C(C(C(C(CO)O)O)=O)NC)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(C(C(CO)O)O)(C(CN)NC)=O']	Strecker Degradation, HC	-17.33
10951_0	['C(C(C(C(C(CO)O)O)=O)NC)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(C(C(CO)O)O)(C(CN)NC)=O']	Strecker Degradation, HC	-26.36
10953_0	['C(CNCC(O)=O)=O', 'C(CNCC(O)=O)=O']	['C(=O)=O', 'C=O', 'C(CNCCNCC(O)=O)=O']	Strecker Degradation, HC	NaN
10955_0	['C(CNCC(O)=O)=O', 'C(C(CO)(C(CO)O)O)=O']	['C(=O)=O', 'C=O', 'C(CNCC(CO)(C(CO)O)O)=O']	Strecker Degradation, HC	NaN
10956_0	['C(CNCC(O)=O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(CNCCN)(O)=O']	Strecker Degradation, HC	-358.42
10957_0	['C(CNCC(O)=O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(CNCCN)(O)=O']	Strecker Degradation, HC	-467.97
10958_0	['C(CNCC(O)=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(CNCCN)(O)=O']	Strecker Degradation, HC	-354.67
10959_0	['C(CNCC(O)=O)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(CNCCN)(O)=O']	Strecker Degradation, HC	-346.37
10960_0	['C(CNCC(O)=O)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(CNCCN)(O)=O']	Strecker Degradation, HC	-355.4
10962_0	['C(CNCC(O)=O)=O', 'C(CC(CC(C=O)=O)O)=O']	['C(=O)=O', 'C=O', 'C(CNCCC(CC(C=O)=O)O)=O']	Strecker Degradation, HC	NaN
10964_0	['C(CNCC(O)=O)=O', 'C(CC(C(CCO)=O)=O)=O']	['C(=O)=O', 'C=O', 'C(CNCCC(C(CCO)=O)=O)=O']	Strecker Degradation, HC	NaN
10966_0	['C(CNCC(O)=O)=O', 'C(CC(CC(CO)=O)=O)=O']	['C(=O)=O', 'C=O', 'C(CNCCC(CC(CO)=O)=O)=O']	Strecker Degradation, HC	NaN
10968_0	['C(CNCC(O)=O)=O', 'C(CC(C(C(C)=O)O)=O)=O']	['C(=O)=O', 'C=O', 'C(C)(C(C(CCNCC=O)=O)O)=O']	Strecker Degradation, HC	NaN
10970_0	['C(CNCC(O)=O)=O', 'C(CC(C(CC=O)O)=O)=O']	['C(=O)=O', 'C=O', 'C(CNCCC(C(CC=O)O)=O)=O']	Strecker Degradation, HC	NaN
10972_0	['C(CNCC(O)=O)=O', 'C(CC(C(CC=O)O)=O)=O']	['C(=O)=O', 'C=O', 'C(C(CCNCC=O)O)(CC=O)=O']	Strecker Degradation, HC	NaN
10974_0	['C(CNCC(O)=O)=O', 'C(C(C=O)O)(CC(C)=O)=O']	['C(=O)=O', 'C=O', 'C(C)(CC(C(CNCC=O)O)=O)=O']	Strecker Degradation, HC	NaN
10976_0	['C(CNCC(O)=O)=O', 'C(C(C(CCC=O)=O)O)=O']	['C(=O)=O', 'C=O', 'C(CNCC(C(CCC=O)=O)O)=O']	Strecker Degradation, HC	NaN
10978_0	['C(CNCC(O)=O)=O', 'C(C(C(CCC=O)=O)O)=O']	['C(=O)=O', 'C=O', 'C(CCCNCC=O)(C(C=O)O)=O']	Strecker Degradation, HC	NaN
10980_0	['C(CNCC(O)=O)=O', 'C(C(CC(C(C)=O)=O)O)=O']	['C(=O)=O', 'C=O', 'C(CNCC(CC(C(C)=O)=O)O)=O']	Strecker Degradation, HC	NaN
10982_0	['C(CNCC(O)=O)=O', 'C(CC(CC(C=O)O)=O)=O']	['C(=O)=O', 'C=O', 'C(CC(CNCC=O)O)(CC=O)=O']	Strecker Degradation, HC	NaN
10984_0	['C(CNCC(O)=O)=O', 'C(CC(CC(C=O)O)=O)=O']	['C(=O)=O', 'C=O', 'C(CC(C=O)O)(CCNCC=O)=O']	Strecker Degradation, HC	NaN
10986_0	['C(CNCC(O)=O)=O', 'C(C(C(C=CCO)=O)O)=O']	['C(=O)=O', 'C=O', 'C(CNCC(C(C=CCO)=O)O)=O']	Strecker Degradation, HC	NaN
10988_0	['C(CNCC(O)=O)=O', 'C(C=CC(C(CO)O)=O)=O']	['C(=O)=O', 'C=O', 'C(CNCC=CC(C(CO)O)=O)=O']	Strecker Degradation, HC	NaN
10990_0	['C(CNCC(O)=O)=O', 'C(C(C(C(C=C)=O)O)O)=O']	['C(=O)=O', 'C=O', 'C(CNCC(C(C(C=C)=O)O)O)=O']	Strecker Degradation, HC	NaN
10992_0	['C(CNCC(O)=O)=O', 'C(C(C=CC(CO)=O)O)=O']	['C(=O)=O', 'C=O', 'C(CNCC(C=CC(CO)=O)O)=O']	Strecker Degradation, HC	NaN
10994_0	['C(CNCC(O)=O)=O', 'C(C(C(C=CC=O)O)O)=O']	['C(=O)=O', 'C=O', 'C(CNCC(C(C=CC=O)O)O)=O']	Strecker Degradation, HC	NaN
10996_0	['C(CNCC(O)=O)=O', 'C(C(C(C=CC=O)O)O)=O']	['C(=O)=O', 'C=O', 'C(CNCC=CC(C(C=O)O)O)=O']	Strecker Degradation, HC	NaN
10998_0	['C(CNCC(O)=O)=O', 'C(C(C(CO)NC)O)=O']	['C(=O)=O', 'C=O', 'C(CNCC(C(CO)NC)O)=O']	Strecker Degradation, HC	NaN
11000_0	['C(CNCC(O)=O)=O', 'C(C(O)O)=O']	['C(=O)=O', 'C=O', 'C(CNCC(O)O)=O']	Strecker Degradation, HC	NaN
11002_0	['C(CNCC(O)=O)(C(CO)O)=O', 'C(C(O)O)=O']	['C(=O)=O', 'C=O', 'C(CNCC(O)O)(C(CO)O)=O']	Strecker Degradation, HC	NaN
11003_0	['C(CC(C(C(CO)O)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(C(C(C(CCN)O)O)O)O']	Strecker Degradation, HC	-143.52
11004_0	['C(CC(C(C(CO)O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(C(C(C(CCN)O)O)O)O']	Strecker Degradation, HC	-253.07
11005_0	['C(CC(C(C(CO)O)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(C(C(C(CCN)O)O)O)O']	Strecker Degradation, HC	-139.77
11006_0	['C(CC(C(C(CO)O)O)O)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(C(C(C(CCN)O)O)O)O']	Strecker Degradation, HC	-131.47
11007_0	['C(CC(C(C(CO)O)O)O)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(C(C(C(CCN)O)O)O)O']	Strecker Degradation, HC	-140.5
11008_0	['C(C(C(C(CCO)O)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(CC(C(C(CN)O)O)O)O']	Strecker Degradation, HC	-156.06
11009_0	['C(C(C(C(CCO)O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(CC(C(C(CN)O)O)O)O']	Strecker Degradation, HC	-265.6
11010_0	['C(C(C(C(CCO)O)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(CC(C(C(CN)O)O)O)O']	Strecker Degradation, HC	-152.31
11011_0	['C(C(C(C(CCO)O)O)O)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(CC(C(C(CN)O)O)O)O']	Strecker Degradation, HC	-144.01
11012_0	['C(C(C(C(CCO)O)O)O)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(CC(C(C(CN)O)O)O)O']	Strecker Degradation, HC	-153.03
11013_0	['C(CC(C(C(C(O)=O)O)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(C(C(C(CCN)O)O)O)(O)=O']	Strecker Degradation, HC	-315.71
11014_0	['C(CC(C(C(C(O)=O)O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(C(C(C(CCN)O)O)O)(O)=O']	Strecker Degradation, HC	-425.26
11015_0	['C(CC(C(C(C(O)=O)O)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(C(C(C(CCN)O)O)O)(O)=O']	Strecker Degradation, HC	-311.96
11016_0	['C(CC(C(C(C(O)=O)O)O)O)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(C(C(C(CCN)O)O)O)(O)=O']	Strecker Degradation, HC	-303.66
11017_0	['C(CC(C(C(C(O)=O)O)O)O)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(C(C(C(CCN)O)O)O)(O)=O']	Strecker Degradation, HC	-312.69
11018_0	['C(CC(C(C(C=O)O)O)O)(O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(CC(C(C(CN)O)O)O)(O)=O']	Strecker Degradation, HC	12.67
11019_0	['C(CC(C(C(C=O)O)O)O)(O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(CC(C(C(CN)O)O)O)(O)=O']	Strecker Degradation, HC	-96.88
11020_0	['C(CC(C(C(C=O)O)O)O)(O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(CC(C(C(CN)O)O)O)(O)=O']	Strecker Degradation, HC	16.42
11021_0	['C(CC(C(C(C=O)O)O)O)(O)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(CC(C(C(CN)O)O)O)(O)=O']	Strecker Degradation, HC	24.72
11022_0	['C(CC(C(C(C=O)O)O)O)(O)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(CC(C(C(CN)O)O)O)(O)=O']	Strecker Degradation, HC	15.69
11023_0	['C(C1(C(C(CC1O)O)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(C1(C(C(CC1O)O)O)O)N']	Strecker Degradation, HC	-37.73
11024_0	['C(C1(C(C(CC1O)O)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(C1(C(C(CC1O)O)O)O)N']	Strecker Degradation, HC	-147.27
11025_0	['C(C1(C(C(CC1O)O)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(C1(C(C(CC1O)O)O)O)N']	Strecker Degradation, HC	-33.98
11026_0	['C(C1(C(C(CC1O)O)O)O)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(C1(C(C(CC1O)O)O)O)N']	Strecker Degradation, HC	-25.68
11027_0	['C(C1(C(C(CC1O)O)O)O)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(C1(C(C(CC1O)O)O)O)N']	Strecker Degradation, HC	-34.7
11028_0	['C(C(C(CO)O)(C(CO)O)O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(C(C(CN)(C(CO)O)O)O)O']	Strecker Degradation, HC	93.65
11029_0	['C(C(C(CO)O)(C(CO)O)O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(C(C(CN)(C(CO)O)O)O)O']	Strecker Degradation, HC	-15.9
11030_0	['C(C(C(CO)O)(C(CO)O)O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(=O)=O', 'C(C(O)=O)=O', 'C(C(C(CN)(C(CO)O)O)O)O']	Strecker Degradation, HC	97.4
11031_0	['C(C(C(CO)O)(C(CO)O)O)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(=O)=O', 'C(C(C=O)O)(O)=O', 'C(C(C(CN)(C(CO)O)O)O)O']	Strecker Degradation, HC	105.7
11032_0	['C(C(C(CO)O)(C(CO)O)O)=O', 'C(C(CO)N)(O)=O']	['C(CO)=O', 'C(=O)=O', 'C(C(C(CN)(C(CO)O)O)O)O']	Strecker Degradation, HC	96.67
11033_0	['C(C(C=O)(C(CO)O)O)(O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(=O)=O', 'C(C(CO)O)=O', 'C(C(CN)(C(CO)O)O)(O)=O']	Strecker Degradation, HC	120.45
11034_0	['C(C(C=O)(C(CO)O)O)(O)=O', 'C(C(C(C(C(CO)O)O)O)N)(O)=O']	['C(=O)=O', 'C(C(C(C(CO)O)O)O)=O', 'C(C(CN)(C(CO)O)O)(O)=O']	Strecker Degradation, HC	10.9
